query_id	v_alginolyticus	valginolyticus_e110	valginolyticus_v208	valginolyticus_zj_0	valginolyticus_hlbs_07	vdiabolicus_fa3	vdiabolicus_fdaargos_105	vdiabolicus_zf102	vdiabolicus_mzt14	vdiabolicus_3098	vostreicida_cect_7398	vostreicida_ucd_kl16	v_ostreicida_PP203	v_ostreicida_r172	v_parahaemolyticus	vpara_atcc_17802	vpara_vp18	vpara_lvp2	vpara_2012aw_0154	v_vulnificus	vv_7356	vv_env1	vv_2142_77	vv_24_vb00699	vcidicii_2423_01	vcidicii_vc01	vcidicii_2020rz130	vcidicii_pnusav005519	vcidicii_2538_88	vnavarrensis_atcc_51183	vnavarrensis_20_vb00237	vnavarrensis_2462_79	vnavarrensis_08_2462	vnavarrensis_pnusav006652	mullis2019_18022	mullis2019_18023	mullis2019_18024	mullis2019_18025	mullis2019_18026	mullis2019_18027	mullis2019_18028	mullis2019_18029	mullis2019_18030	mullis2019_18031	mullis2019_18032	mullis2019_18033	mullis2019_18034	mullis2019_18035	mullis2019_18036	mullis2019_18037	mullis2019_18038	mullis2019_18039	mullis2019_18040	mullis2019_18041	mullis2019_18042	mullis2019_18043	mullis2019_18044	mullis2019_18045	mullis2019_18047	mullis2019_18048	mullis2019_18049	mullis2019_18050	mullis2019_18051	mullis2019_18052	mullis2019_18053	mullis2019_18054	mullis2019_18055	mullis2019_18056	mullis2019_18057	mullis2019_18058	mullis2019_18059	mullis2019_18060	mullis2019_18061	mullis2019_18062	mullis2019_18063	mullis2019_18064	Buck_BI0607_1_WKDL250009588-1A_233TFCLT4_L7	Buck_BI0607_2_WKDL250009588-1A_233TFCLT4_L7	Buck_BS0607_9_WKDL250009588-1A_233TFCLT4_L7	Buck_CB0707_82_WKDL250009588-1A_233TFCLT4_L7	Buck_NB0507_14_WKDL250009588-1A_233TFCLT4_L7	Buck_NB0507_8_WKDL250009588-1A_233TFCLT4_L7
vostreicida_cect_7398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.0000	99.5087	99.9759	99.4078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vostreicida_ucd_kl16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.5070	100.0000	99.5039	99.4595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_ostreicida_PP203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9957	99.5345	99.9822	99.4317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_ostreicida_r172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.4270	99.4296	99.4812	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_parahaemolyticus	86.2593	86.4094	86.3452	86.3999	86.4654	87.1129	86.9997	87.2733	87.1301	87.1659	NA	NA	NA	NA	100.0000	98.4068	98.1489	98.3038	98.2737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vpara_atcc_17802	86.1341	86.1885	86.1840	86.0523	86.2230	86.9710	87.1058	87.0602	87.0529	86.9404	NA	NA	NA	NA	98.3833	100.0000	98.1719	98.2880	98.2504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vpara_vp18	86.2241	86.3064	86.2555	86.4493	86.3188	87.1123	86.9022	86.9026	87.1769	86.9233	NA	NA	NA	NA	98.1404	98.1358	100.0000	98.0333	98.2288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vpara_lvp2	86.1428	86.2379	86.2271	86.1452	86.1465	87.0006	86.9072	87.0814	87.1219	86.9235	NA	NA	NA	NA	98.2604	98.2592	98.0549	100.0000	98.1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vpara_2012aw_0154	86.2421	86.2024	86.5863	86.2409	86.2903	87.0041	87.0738	87.1130	87.1069	87.0168	NA	NA	NA	NA	98.2634	98.1641	98.2408	98.2193	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_vulnificus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.0000	97.1010	98.5394	95.6149	96.5011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.3593	98.4491	98.3898	98.1858	98.5149	98.4874	98.5018	98.3285	98.5070	98.4688	98.5861	95.3238	98.2699	98.3979	98.5535	98.3450	98.3153	98.4677	98.4923	98.2908	95.3692	98.4531	98.3450	98.4302	98.4717	95.6817	98.6234	98.3242	95.4182	95.6609	95.4452	98.6434	98.4578	95.5274	98.3623	98.4275	98.5344	95.4425	98.2514	95.3665	98.3556	95.3019	92.5972	NA	NA	95.6481	95.4786	98.2111
vv_7356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.0761	100.0000	97.1157	96.4783	96.6955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.0251	97.0540	97.1039	96.9182	97.0528	97.0567	97.0309	96.9794	97.0965	97.0627	97.0958	96.2286	97.1297	96.9574	97.0176	96.9642	96.9277	97.0674	97.1259	96.9501	96.4197	97.0183	97.0637	97.1233	97.0689	96.5291	97.1332	97.1525	96.4590	96.5107	96.4858	97.0795	96.9521	96.5274	97.0770	96.9560	97.1089	96.4921	96.9999	96.4246	97.0743	96.2580	NA	NA	NA	96.4653	NA	96.9793
vv_env1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.5619	97.1663	100.0000	95.6226	96.4873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.4582	98.5990	98.4643	98.3406	98.6839	98.6271	98.5198	98.3695	98.6045	98.5586	98.5774	95.3352	98.3461	98.4599	98.6463	98.4125	98.4205	98.5897	98.5423	98.3376	95.3749	98.4586	98.4105	98.4635	98.5511	95.6856	98.5929	98.3007	95.3891	95.6593	95.4318	98.6717	98.4629	95.4923	98.4326	98.4608	98.5545	95.4890	98.2580	95.3777	98.4174	95.2750	92.6044	NA	NA	95.6888	95.4757	98.2407
vv_2142_77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.5849	96.5529	95.5259	100.0000	96.9633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.6155	95.6158	95.6227	95.7495	95.5052	95.5629	95.5674	95.5214	95.7123	95.5556	95.6023	97.8199	95.5919	95.5401	95.5423	95.4300	95.5126	95.6627	95.5163	95.6595	97.9319	95.4869	95.5381	95.5215	95.5361	99.2274	95.6705	95.6659	97.9692	99.1801	97.9466	95.5533	95.4486	98.0833	95.6671	95.4914	95.6022	98.0811	95.4664	98.0457	95.6507	97.8076	91.2507	NA	NA	99.1182	93.7160	95.4521
vv_24_vb00699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.3817	96.7093	96.3630	96.9469	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96.3721	96.3587	96.4111	96.4175	96.3068	96.3721	96.3135	96.3591	96.3665	96.4047	96.4110	96.8262	96.3001	96.3192	96.3236	96.2721	96.3128	96.3798	96.3879	96.3777	96.9534	96.3680	96.3576	96.3707	96.3807	96.8772	96.4232	96.4059	97.0424	96.9558	97.0149	96.3350	96.3285	97.0259	96.3317	96.3153	96.3569	97.0422	96.2796	97.0102	96.3175	96.8614	91.4129	NA	NA	96.8641	NA	96.2904
vcidicii_2423_01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.9336	82.1426	100.0000	98.2091	98.0879	98.1605	98.0372	95.2122	94.2042	95.3911	95.4809	95.7323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.5826	NA	NA	NA	81.6308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.8176	NA	NA	NA	NA	NA
vcidicii_vc01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.2689	100.0000	98.0662	98.1107	97.9674	95.3210	94.0887	95.4448	95.6088	95.7006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.8471	NA	NA	NA	NA	NA
vcidicii_2020rz130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.1313	98.0842	100.0000	98.0709	98.1303	95.2244	94.0950	95.4675	95.4760	95.5872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97.9216	NA	NA	NA	NA	NA
vcidicii_pnusav005519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.7959	NA	81.5961	81.4924	81.7579	98.1825	98.1012	98.2063	100.0000	98.1548	95.2902	94.1578	95.3889	95.5571	95.6884	81.5928	NA	NA	NA	NA	81.5960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.8308	NA	81.5449	NA	NA	81.6990	NA	81.5406	NA	NA	NA	NA	NA	81.5353	NA	97.9269	NA	NA	NA	NA	NA
vcidicii_2538_88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.8232	81.5336	NA	81.4865	81.6802	98.0883	97.9765	98.2294	98.1399	100.0000	95.2075	94.0587	95.3875	95.4886	95.7220	NA	NA	NA	NA	NA	81.7937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.3231	NA	NA	NA	81.8041	81.6286	NA	81.9204	NA	81.6226	81.3060	NA	NA	81.4904	NA	NA	NA	NA	81.7803	NA	NA	NA	98.0795	NA	NA	NA	NA	NA
vnavarrensis_atcc_51183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.3097	81.4887	95.3653	95.2873	95.2719	95.3047	95.3085	100.0000	94.9514	97.5260	97.0655	97.0839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.0011	NA	NA	NA	94.9881	NA	NA	NA	NA	NA
vnavarrensis_20_vb00237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.1408	93.8934	94.0700	94.1385	93.9795	94.8085	100.0000	94.9134	94.7604	94.9348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.6637	NA	NA	NA	NA	NA
vnavarrensis_2462_79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95.3511	95.3607	95.3700	95.3647	95.3636	97.4332	94.9150	100.0000	97.1587	97.2574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94.9345	NA	NA	NA	NA	NA
vnavarrensis_08_2462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.4982	81.2702	81.4906	81.6233	81.4318	95.5500	95.6663	95.5383	95.5254	95.5267	97.0444	94.8880	97.1756	100.0000	97.8336	81.2726	81.2347	NA	81.0363	81.2064	81.1589	81.1887	81.2030	81.1577	81.1618	81.2575	81.2825	81.2525	80.9305	NA	80.9851	NA	81.2268	81.0450	81.1272	81.2687	81.1215	81.2654	81.0975	81.0321	81.3866	81.1452	81.1566	81.1725	81.3512	81.2384	81.2083	81.0952	81.2458	81.2994	81.0835	81.1869	81.2116	81.2578	81.1431	81.2908	81.2866	95.3391	NA	NA	81.4061	NA	81.3397
vnavarrensis_pnusav006652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.1224	80.9348	81.0782	81.1209	81.2000	95.6820	95.6531	95.6641	95.6102	95.7299	97.0895	94.8848	97.2812	97.7696	100.0000	81.1430	81.0648	NA	NA	81.0988	81.0844	81.0773	81.1199	81.0879	81.0954	81.0936	81.0789	81.0569	NA	81.0852	81.1538	81.2268	81.0120	NA	NA	81.1710	NA	81.1747	81.0084	NA	81.0600	81.0501	81.0040	81.0328	81.0619	81.1361	81.1770	NA	81.1045	81.2942	NA	NA	81.1904	81.1112	81.3351	81.2889	81.1597	95.4491	NA	NA	NA	NA	NA
mullis2019_18022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.3189	97.0796	98.3862	95.6946	96.3837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.0000	98.3760	98.4358	98.2649	98.4062	98.3959	98.3751	98.2236	98.3857	98.4090	98.4587	95.4364	98.2155	98.3979	98.4367	98.3487	98.3062	98.4504	98.4451	98.2803	95.4596	98.4104	98.2317	98.3389	98.4505	95.7589	98.4418	98.1936	95.5073	95.7692	95.5608	98.4486	98.3835	95.5851	99.9794	98.3387	98.4603	95.5524	98.1938	95.4717	99.9782	95.3691	92.6859	NA	NA	95.7334	95.3174	98.1461
mullis2019_18023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.4928	97.0830	98.5482	95.6404	96.4368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.3585	100.0000	98.3262	98.2425	98.5080	98.5314	98.6092	98.3303	99.9676	98.4740	99.0595	95.4270	98.2632	98.4720	98.6332	98.3786	98.3705	99.9864	98.5419	98.2327	95.4333	98.4867	98.4184	98.4836	98.4775	95.7491	99.0787	98.3271	95.5158	95.7128	95.5500	98.5558	98.5520	95.5872	98.4012	98.5327	99.1060	95.5648	98.2877	95.4844	98.3908	95.3904	92.6009	NA	NA	95.7742	95.4504	98.2465
mullis2019_18024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.4615	97.1551	98.4645	95.6695	96.5283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.4283	98.4147	100.0000	98.2351	98.5099	98.3998	98.4495	98.3429	98.4573	98.4237	98.5559	95.3847	98.4022	98.3924	98.4175	98.3652	98.3324	98.4261	98.4698	98.3229	95.4552	98.4221	98.4040	98.4222	98.4584	95.7322	98.5250	98.2868	95.5131	95.7077	95.5167	98.4853	98.4507	95.5397	98.4276	98.4610	98.4857	95.5214	98.3613	95.4460	98.4276	95.3878	92.4956	NA	NA	95.7287	95.3140	98.3581
mullis2019_18025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.2068	96.9424	98.2519	95.6705	96.3543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.1886	98.1855	98.1987	100.0000	98.1907	98.2307	98.1795	98.1375	98.1871	98.1207	98.2603	95.3516	98.3344	98.2076	98.2775	98.0617	98.1107	98.1862	98.2491	98.1183	95.4677	98.2497	98.0731	98.1908	98.3363	95.7951	98.1905	98.0875	95.5358	95.7878	95.5535	98.2893	98.2432	95.6381	98.1674	98.2676	98.2672	95.5701	98.4619	95.5680	98.1695	95.3944	92.5095	NA	NA	95.8184	95.3833	98.4380
mullis2019_18026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.5351	97.1163	98.6682	95.5427	96.4379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	98.3851	98.5507	98.4216	98.2989	100.0000	98.6107	98.4738	98.4223	98.5071	98.6248	98.5776	95.3942	98.3366	98.5059	98.6345	98.4115	98.4331	98.5112	98.5568	98.3446	95.4040	98.4761	98.5025	98.4775	98.5038	95.6779	98.6378	98.3170	95.4812	95.6735	95.5343	98.5965	98.5383	95.5386	98.3696	98.5234	98.5786	95.4894	98.3586	95.3657	98.3648	95.3356	92.5782	NA	NA	95.7067	95.2867	98.3306
