query_id	v_alginolyticus	valginolyticus_e110	valginolyticus_v208	valginolyticus_zj_0	valginolyticus_hlbs_07	vdiabolicus_fa3	vdiabolicus_fdaargos_105	vdiabolicus_zf102	vdiabolicus_mzt14	vdiabolicus_3098	vostreicida_cect_7398	vostreicida_ucd_kl16	v_ostreicida_PP203	v_ostreicida_r172	v_parahaemolyticus	vpara_atcc_17802	vpara_vp18	vpara_lvp2	vpara_2012aw_0154	v_vulnificus	vv_7356	vv_env1	vv_2142_77	vv_24_vb00699	vcidicii_2423_01	vcidicii_vc01	vcidicii_2020rz130	vcidicii_pnusav005519	vcidicii_2538_88	vnavarrensis_atcc_51183	vnavarrensis_20_vb00237	vnavarrensis_2462_79	vnavarrensis_08_2462	vnavarrensis_pnusav006652	mullis2019_18022	mullis2019_18023	mullis2019_18024	mullis2019_18025	mullis2019_18026	mullis2019_18027	mullis2019_18028	mullis2019_18029	mullis2019_18030	mullis2019_18031	mullis2019_18032	mullis2019_18033	mullis2019_18034	mullis2019_18035	mullis2019_18036	mullis2019_18037	mullis2019_18038	mullis2019_18039	mullis2019_18040	mullis2019_18041	mullis2019_18042	mullis2019_18043	mullis2019_18044	mullis2019_18045	mullis2019_18047	mullis2019_18048	mullis2019_18049	mullis2019_18050	mullis2019_18051	mullis2019_18052	mullis2019_18053	mullis2019_18054	mullis2019_18055	mullis2019_18056	mullis2019_18057	mullis2019_18058	mullis2019_18059	mullis2019_18060	mullis2019_18061	mullis2019_18062	mullis2019_18063	mullis2019_18064	Buck_BI0607_1_WKDL250009588-1A_233TFCLT4_L7	Buck_BI0607_2_WKDL250009588-1A_233TFCLT4_L7	Buck_BS0607_9_WKDL250009588-1A_233TFCLT4_L7	Buck_CB0707_82_WKDL250009588-1A_233TFCLT4_L7	Buck_NB0507_14_WKDL250009588-1A_233TFCLT4_L7	Buck_NB0507_8_WKDL250009588-1A_233TFCLT4_L7
vostreicida_cect_7398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.0000	99.5087	99.9759	99.4078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vostreicida_ucd_kl16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.5070	100.0000	99.5039	99.4595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_ostreicida_PP203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.9957	99.5345	99.9822	99.4317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_ostreicida_r172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99.4270	99.4296	99.4812	100.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_parahaemolyticus	86.2593	86.4094	86.3452	86.3999	86.4654	87.1129	86.9997	87.2733	87.1301	87.1659	NA	NA	NA	NA	100.0000	98.4068	98.1489	98.3038	98.2737	81.0586	81.0507	80.8500	80.9989	80.7748	80.0651	80.1035	79.7015	79.6115	79.5612	80.0704	80.2169	80.0287	80.0558	79.4959	80.4209	80.4809	80.3766	80.4867	80.5190	80.4478	80.4439	80.4680	80.3982	80.5217	80.4789	80.5380	80.6086	80.3374	80.4865	80.5018	80.4944	80.4869	80.4674	80.5582	80.4118	80.4510	80.5244	80.4777	80.4682	80.5865	80.5861	80.4362	80.3401	80.5760	80.5032	80.5832	80.4155	80.4817	80.5071	80.4154	80.4606	80.5655	80.6943	80.5770	80.5468	80.4727	79.4709	NA	NA	80.4063	85.3222	80.4922
vpara_atcc_17802	86.1341	86.1885	86.1840	86.0523	86.2230	86.9710	87.1058	87.0602	87.0529	86.9404	NA	NA	NA	NA	98.3833	100.0000	98.1719	98.2880	98.2504	80.8644	80.6616	80.7858	80.8559	80.7351	80.1706	80.2223	79.7949	79.6589	79.6841	79.9552	80.0406	80.2085	80.2422	79.6201	80.5406	80.3513	80.1903	80.2551	80.3338	80.2061	80.3363	80.3580	80.2855	80.4357	80.4304	80.4516	80.3291	80.3119	80.4168	80.2637	80.2566	80.3736	80.3986	80.4355	80.3030	80.4007	80.3263	80.3087	80.3981	80.3694	80.4214	80.4563	80.2758	80.2412	80.4425	80.4658	80.3480	80.3706	80.5707	80.3678	80.3993	80.5329	80.4028	80.3884	80.5638	80.4420	79.5601	NA	79.8057	80.2350	85.0584	80.3114
vpara_vp18	86.2241	86.3064	86.2555	86.4493	86.3188	87.1123	86.9022	86.9026	87.1769	86.9233	NA	NA	NA	NA	98.1404	98.1358	100.0000	98.0333	98.2288	81.0280	80.8230	81.0462	80.9561	81.1225	80.2419	80.2496	80.1264	79.6718	79.6838	80.3185	80.2833	80.3051	80.2042	79.8538	80.6942	80.4935	80.4135	80.5243	80.5282	80.5709	80.5246	80.5115	80.4392	80.6287	80.5990	80.5482	80.6019	80.3671	80.6326	80.6784	80.4748	80.4727	80.4925	81.1095	80.3539	80.4330	80.6440	80.5192	80.4076	80.6043	80.5281	80.4839	80.3894	80.6007	80.4037	80.5178	80.4194	80.4760	80.7175	80.4394	80.4847	80.2895	80.6830	80.5816	80.6860	80.6160	79.5891	NA	NA	80.5821	85.3537	80.6150
vpara_lvp2	86.1428	86.2379	86.2271	86.1452	86.1465	87.0006	86.9072	87.0814	87.1219	86.9235	NA	NA	NA	NA	98.2604	98.2592	98.0549	100.0000	98.1649	80.8641	80.6101	80.7089	80.9784	80.7267	80.0976	80.1003	79.8119	79.6444	79.6740	80.0161	79.8966	80.0725	80.2029	79.5738	80.3912	80.2092	80.1992	80.7110	80.2701	80.3001	80.1904	80.3830	80.1770	80.4319	80.3242	80.6067	80.4447	79.9679	80.3562	80.2229	80.2873	80.2257	80.1948	80.4360	80.2978	80.2014	80.3988	80.2477	80.1803	80.4546	80.2900	80.3423	80.2860	80.4541	80.6297	80.2724	80.1660	80.5111	80.4850	80.1563	80.2750	80.6253	80.5769	80.5797	80.4841	80.5148	79.2512	NA	NA	80.2608	85.3104	80.4738
vpara_2012aw_0154	86.2421	86.2024	86.5863	86.2409	86.2903	87.0041	87.0738	87.1130	87.1069	87.0168	NA	NA	NA	NA	98.2634	98.1641	98.2408	98.2193	100.0000	80.9806	80.7726	80.9322	80.8746	80.9398	80.1171	80.1972	79.7639	79.5582	79.6755	79.7073	79.6899	80.1180	80.1497	79.5650	80.5386	80.4972	80.4851	80.3341	80.5925	80.4792	80.5653	80.5563	80.3179	80.6135	80.4798	80.3093	80.6057	80.3178	80.6328	80.2995	80.2840	80.4277	80.4951	80.5094	80.4805	80.4036	80.4880	80.4673	80.3715	80.3830	80.6027	80.5584	80.3173	80.3107	80.4632	80.6439	80.4339	80.4113	80.6278	80.4146	80.4423	81.6181	80.7316	80.4975	80.6202	80.4791	79.4476	NA	NA	80.2776	85.1854	80.6749
v_vulnificus	80.7794	80.6702	81.0667	80.6987	80.7445	80.7341	80.9333	80.7032	80.6736	80.6730	NA	NA	NA	NA	80.8155	80.8332	80.8645	80.6340	80.9816	100.0000	97.1010	98.5394	95.6149	96.5011	82.4007	82.1732	81.7323	81.8716	82.0089	81.3898	81.4987	81.2509	81.5768	81.1958	98.3593	98.4491	98.3898	98.1858	98.5149	98.4874	98.5018	98.3285	98.5070	98.4688	98.5861	95.3238	98.2699	98.3979	98.5535	98.3450	98.3153	98.4677	98.4923	98.2908	95.3692	98.4531	98.3450	98.4302	98.4717	95.6817	98.6234	98.3242	95.4182	95.6609	95.4452	98.6434	98.4578	95.5274	98.3623	98.4275	98.5344	95.4425	98.2514	95.3665	98.3556	95.3019	92.5972	97.2596	97.6904	95.6481	95.4786	98.2111
vv_7356	80.6783	80.6014	80.8979	80.5496	80.6794	80.5588	80.5078	80.6939	80.5897	80.8948	NA	NA	NA	NA	80.9065	80.6784	81.0162	80.7460	80.7701	97.0761	100.0000	97.1157	96.4783	96.6955	81.7998	81.7341	81.4908	81.5838	81.4791	81.2778	81.4436	81.0977	81.1482	80.7935	97.0251	97.0540	97.1039	96.9182	97.0528	97.0567	97.0309	96.9794	97.0965	97.0627	97.0958	96.2286	97.1297	96.9574	97.0176	96.9642	96.9277	97.0674	97.1259	96.9501	96.4197	97.0183	97.0637	97.1233	97.0689	96.5291	97.1332	97.1525	96.4590	96.5107	96.4858	97.0795	96.9521	96.5274	97.0770	96.9560	97.1089	96.4921	96.9999	96.4246	97.0743	96.2580	91.9169	96.2726	96.3056	96.4653	94.2324	96.9793
vv_env1	80.7161	80.7280	80.7669	80.6054	80.8277	80.7018	80.7143	80.8023	80.6002	80.5889	NA	NA	NA	NA	80.6659	80.9491	80.8505	80.5818	80.8004	98.5619	97.1663	100.0000	95.6226	96.4873	82.1088	82.1447	81.7501	81.7805	81.8483	81.4752	81.6580	81.3584	81.5603	81.2959	98.4582	98.5990	98.4643	98.3406	98.6839	98.6271	98.5198	98.3695	98.6045	98.5586	98.5774	95.3352	98.3461	98.4599	98.6463	98.4125	98.4205	98.5897	98.5423	98.3376	95.3749	98.4586	98.4105	98.4635	98.5511	95.6856	98.5929	98.3007	95.3891	95.6593	95.4318	98.6717	98.4629	95.4923	98.4326	98.4608	98.5545	95.4890	98.2580	95.3777	98.4174	95.2750	92.6044	97.0818	97.8145	95.6888	95.4757	98.2407
vv_2142_77	80.7143	80.7398	80.6103	80.5237	80.6464	80.6535	80.7159	80.5459	80.5942	80.5887	NA	NA	NA	NA	81.0790	80.9749	81.0197	81.1128	80.9856	95.5849	96.5529	95.5259	100.0000	96.9633	81.9774	81.8644	81.4091	81.4566	81.3550	81.3239	81.4655	81.4131	81.5074	81.2098	95.6155	95.6158	95.6227	95.7495	95.5052	95.5629	95.5674	95.5214	95.7123	95.5556	95.6023	97.8199	95.5919	95.5401	95.5423	95.4300	95.5126	95.6627	95.5163	95.6595	97.9319	95.4869	95.5381	95.5215	95.5361	99.2274	95.6705	95.6659	97.9692	99.1801	97.9466	95.5533	95.4486	98.0833	95.6671	95.4914	95.6022	98.0811	95.4664	98.0457	95.6507	97.8076	91.2507	95.7095	95.0546	99.1182	93.7160	95.4521
vv_24_vb00699	80.7447	80.5862	80.8571	80.6186	80.9235	80.7843	80.7851	80.7287	80.8022	80.5965	NA	NA	NA	NA	80.7363	80.9797	81.0345	80.8327	80.9695	96.3817	96.7093	96.3630	96.9469	100.0000	82.3072	82.0384	81.6071	81.6573	81.5992	81.3426	81.8638	81.3794	81.4413	81.2020	96.3721	96.3587	96.4111	96.4175	96.3068	96.3721	96.3135	96.3591	96.3665	96.4047	96.4110	96.8262	96.3001	96.3192	96.3236	96.2721	96.3128	96.3798	96.3879	96.3777	96.9534	96.3680	96.3576	96.3707	96.3807	96.8772	96.4232	96.4059	97.0424	96.9558	97.0149	96.3350	96.3285	97.0259	96.3317	96.3153	96.3569	97.0422	96.2796	97.0102	96.3175	96.8614	91.4129	95.8046	95.7698	96.8641	93.8523	96.2904
vcidicii_2423_01	79.9046	79.9511	80.0641	80.0723	80.2057	79.8552	80.0004	80.3788	80.0175	80.1031	NA	NA	NA	NA	80.2689	80.4178	80.3876	80.2829	80.3500	82.3836	82.0213	82.1321	81.9336	82.1426	100.0000	98.2091	98.0879	98.1605	98.0372	95.2122	94.2042	95.3911	95.4809	95.7323	81.8787	81.8839	81.8692	81.7268	81.7857	81.8626	81.8100	81.7202	81.8532	81.7727	81.9034	81.3978	81.8162	81.6482	81.8916	81.6577	81.6219	81.8942	81.7300	81.5706	81.3992	81.7636	81.7739	81.8279	81.7971	81.5826	82.0014	81.9995	81.3559	81.6308	81.4329	81.7624	81.7384	81.4872	82.0166	81.7856	81.8364	81.3630	81.8400	81.3662	82.0273	81.4225	97.8176	83.0990	82.4594	81.8695	81.7657	81.8075
vcidicii_vc01	80.2487	80.2249	80.3686	80.2786	80.2882	80.2424	80.0111	80.4185	80.1820	80.0027	NA	NA	NA	NA	80.1526	80.3544	80.5969	80.2463	80.5474	82.4021	81.9019	82.4434	82.0344	82.1779	98.2689	100.0000	98.0662	98.1107	97.9674	95.3210	94.0887	95.4448	95.6088	95.7006	82.0176	81.9950	81.8368	81.7731	82.0285	81.9824	82.1883	81.8925	81.9419	81.9833	82.0246	81.6803	81.8906	81.8043	81.8975	81.8438	81.8338	81.9035	81.8914	81.8515	81.6779	81.9281	82.0140	81.8429	81.9022	81.9059	82.2204	82.0674	81.5988	81.7977	81.5762	81.9047	81.8915	81.6897	81.9363	81.8744	81.9768	81.4404	82.0261	81.4710	81.9357	81.6738	97.8471	83.3745	82.8572	81.9868	82.0450	82.1259
vcidicii_2020rz130	79.2557	79.5680	79.7426	79.4811	79.3855	79.4600	79.5481	79.6880	79.4897	79.4641	NA	NA	NA	NA	79.6800	79.7338	80.0062	79.8615	79.7312	81.7170	81.6573	81.7718	81.4603	81.6627	98.1313	98.0842	100.0000	98.0709	98.1303	95.2244	94.0950	95.4675	95.4760	95.5872	81.7616	81.8089	81.6264	81.8458	81.6586	81.7819	81.8526	81.6730	81.7496	81.7197	81.7534	81.7126	81.7677	81.6542	81.7107	81.6266	81.6467	81.8435	81.6483	81.7091	81.3960	81.8058	81.7383	81.6747	81.6375	81.4241	81.6840	81.6757	81.5566	81.4543	81.3584	81.7521	81.6738	81.6020	81.8179	81.7532	81.7185	81.5485	81.7362	81.5557	81.8308	81.7577	97.9216	83.0551	82.5221	81.6168	82.0994	81.7920
vcidicii_pnusav005519	79.3031	79.4304	79.5334	79.2505	79.4333	79.5334	79.4518	79.5567	79.4468	79.4829	NA	NA	NA	NA	79.5971	79.7898	79.7634	79.7252	79.6941	81.7959	81.6065	81.5961	81.4924	81.7579	98.1825	98.1012	98.2063	100.0000	98.1548	95.2902	94.1578	95.3889	95.5571	95.6884	81.5928	81.8364	81.6289	81.7722	81.7108	81.5960	81.7130	81.7967	81.7520	81.7530	81.6252	81.5043	81.7292	81.4490	81.8982	81.5877	81.5862	81.8012	81.8277	81.6062	81.6118	81.6407	81.6653	81.6289	81.6681	81.5607	81.9139	81.8308	81.3801	81.5449	81.4455	81.7098	81.6990	81.4626	81.5406	81.7166	81.8838	81.4080	81.8527	81.3218	81.5353	81.5622	97.9269	83.1671	82.4317	81.7834	81.8383	81.8940
vcidicii_2538_88	79.4327	79.4670	79.6390	79.4354	79.5833	79.7272	79.5427	79.7108	79.5078	79.5965	NA	NA	NA	NA	79.6903	79.7796	79.6851	79.6911	79.7578	81.8232	81.5336	81.8811	81.4865	81.6802	98.0883	97.9765	98.2294	98.1399	100.0000	95.2075	94.0587	95.3875	95.4886	95.7220	81.8535	81.9469	81.7900	81.7478	81.8344	81.7937	81.9565	81.7734	81.8952	81.8441	81.9666	81.4688	81.7963	81.6838	81.8693	81.7703	81.7622	81.8624	81.7505	81.8114	81.3231	81.8512	81.8363	81.7822	81.8041	81.6286	82.1211	81.9204	81.4302	81.6226	81.3060	81.8809	81.7370	81.4904	81.8140	81.7196	81.9602	81.3990	81.7803	81.3850	81.8110	81.4567	98.0795	83.2362	82.5889	81.7685	81.8311	81.8746
vnavarrensis_atcc_51183	79.7056	79.8594	79.9350	79.9051	79.9045	79.9973	79.8486	79.9782	79.8832	79.7867	NA	NA	NA	NA	80.0029	80.0440	80.3070	80.0136	79.9507	81.4269	81.5118	81.5048	81.3097	81.4887	95.3653	95.2873	95.2719	95.3047	95.3085	100.0000	94.9514	97.5260	97.0655	97.0839	81.1002	81.1872	81.1579	81.0371	80.9673	81.0797	81.1076	81.2449	81.0877	81.1564	81.0064	81.2632	81.0779	80.9977	81.2562	81.1643	81.0627	81.2841	80.9833	81.0666	81.0586	80.9668	81.1207	80.9986	81.0993	80.9647	81.0793	81.0851	80.9837	81.0031	80.9268	81.1788	81.0610	80.9658	81.2503	81.0666	81.1034	80.8907	81.0011	80.9012	81.2397	81.1617	94.9881	81.9685	81.5742	81.1724	80.8997	80.9786
