query_id	v_alginolyticus	valginolyticus_e110	valginolyticus_v208	valginolyticus_zj_0	valginolyticus_hlbs_07	vdiabolicus_fa3	vdiabolicus_fdaargos_105	vdiabolicus_zf102	vdiabolicus_mzt14	vdiabolicus_3098	vostreicida_cect_7398	vostreicida_ucd_kl16	v_ostreicida_PP203	v_ostreicida_r172	v_parahaemolyticus	vpara_atcc_17802	vpara_vp18	vpara_lvp2	vpara_2012aw_0154	v_vulnificus	vv_7356	vv_env1	vv_2142_77	vv_24_vb00699	vcidicii_2423_01	vcidicii_vc01	vcidicii_2020rz130	vcidicii_pnusav005519	vcidicii_2538_88	vnavarrensis_atcc_51183	vnavarrensis_20_vb00237	vnavarrensis_2462_79	vnavarrensis_08_2462	vnavarrensis_pnusav006652	mullis2019_18022	mullis2019_18023	mullis2019_18024	mullis2019_18025	mullis2019_18026	mullis2019_18027	mullis2019_18028	mullis2019_18029	mullis2019_18030	mullis2019_18031	mullis2019_18032	mullis2019_18033	mullis2019_18034	mullis2019_18035	mullis2019_18036	mullis2019_18037	mullis2019_18038	mullis2019_18039	mullis2019_18040	mullis2019_18041	mullis2019_18042	mullis2019_18043	mullis2019_18044	mullis2019_18045	mullis2019_18047	mullis2019_18048	mullis2019_18049	mullis2019_18050	mullis2019_18051	mullis2019_18052	mullis2019_18053	mullis2019_18054	mullis2019_18055	mullis2019_18056	mullis2019_18057	mullis2019_18058	mullis2019_18059	mullis2019_18060	mullis2019_18061	mullis2019_18062	mullis2019_18063	mullis2019_18064	Buck_BI0607_1_WKDL250009588-1A_233TFCLT4_L7	Buck_BI0607_2_WKDL250009588-1A_233TFCLT4_L7	Buck_BS0607_9_WKDL250009588-1A_233TFCLT4_L7	Buck_CB0707_82_WKDL250009588-1A_233TFCLT4_L7	Buck_NB0507_14_WKDL250009588-1A_233TFCLT4_L7	Buck_NB0507_8_WKDL250009588-1A_233TFCLT4_L7
vostreicida_cect_7398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9538	0.8423	0.8609	0.8357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
vostreicida_ucd_kl16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9518	0.9993	0.9430	0.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_ostreicida_PP203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0000	0.9667	0.9993	0.9584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_ostreicida_r172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9228	0.9182	0.9175	0.9960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v_parahaemolyticus	0.7130	0.7188	0.7350	0.7141	0.7257	0.7786	0.7705	0.7420	0.7554	0.7414	NA	NA	NA	NA	0.9983	0.9233	0.9152	0.9285	0.9326	0.3359	0.3353	0.3405	0.3504	0.3329	0.2894	0.2963	0.2824	0.2754	0.2783	0.2841	0.2719	0.2923	0.2940	0.2830	0.3289	0.3300	0.3266	0.3341	0.3231	0.3242	0.3295	0.3312	0.3295	0.3295	0.3254	0.3347	0.3266	0.3196	0.3260	0.3231	0.3207	0.3341	0.3289	0.3277	0.3417	0.3254	0.3318	0.3207	0.3242	0.3382	0.3190	0.3335	0.3417	0.3399	0.3562	0.3202	0.3300	0.3388	0.3353	0.3318	0.3329	0.3475	0.3283	0.3498	0.3353	0.3434	0.3010	NA	NA	0.3254	0.3963	0.3190
vpara_atcc_17802	0.7290	0.7325	0.7459	0.7401	0.7517	0.7797	0.7826	0.7547	0.7535	0.7681	NA	NA	NA	NA	0.9266	0.9983	0.9190	0.9318	0.9382	0.3526	0.3462	0.3502	0.3537	0.3450	0.2960	0.2931	0.2751	0.2768	0.2861	0.2943	0.2902	0.3077	0.2955	0.2786	0.3438	0.3316	0.3351	0.3444	0.3403	0.3473	0.3374	0.3397	0.3339	0.3386	0.3275	0.3397	0.3450	0.3246	0.3322	0.3333	0.3269	0.3316	0.3316	0.3502	0.3508	0.3333	0.3345	0.3427	0.3374	0.3479	0.3304	0.3380	0.3479	0.3432	0.3479	0.3380	0.3380	0.3473	0.3403	0.3328	0.3368	0.3450	0.3520	0.3497	0.3409	0.3374	0.2966	NA	0.2051	0.3386	0.3893	0.3380
vpara_vp18	0.6670	0.6686	0.6820	0.6740	0.6788	0.7092	0.6980	0.7097	0.6878	0.7017	NA	NA	NA	NA	0.8436	0.8399	0.9952	0.8479	0.8495	0.3287	0.3191	0.3111	0.3180	0.3148	0.2663	0.2769	0.2631	0.2599	0.2567	0.2625	0.2625	0.2700	0.2668	0.2647	0.3052	0.2972	0.3004	0.3138	0.3031	0.3031	0.2999	0.3004	0.2994	0.3058	0.3010	0.3079	0.3090	0.2999	0.3004	0.3047	0.3020	0.3020	0.3042	0.3212	0.3143	0.3004	0.3164	0.2956	0.2903	0.3148	0.2924	0.3095	0.3191	0.3122	0.3122	0.3052	0.3052	0.3100	0.3084	0.3015	0.3068	0.3079	0.3111	0.3063	0.3106	0.3052	0.2743	NA	NA	0.3052	0.3623	0.2999
vpara_lvp2	0.6639	0.6824	0.6939	0.6770	0.7004	0.7276	0.7341	0.7085	0.7069	0.7113	NA	NA	NA	NA	0.8711	0.8755	0.8651	0.9989	0.8706	0.3322	0.3252	0.3252	0.3350	0.3263	0.2751	0.2844	0.2675	0.2664	0.2751	0.2713	0.2654	0.2909	0.2800	0.2686	0.3225	0.3148	0.3143	0.3219	0.3165	0.3219	0.3252	0.3230	0.3138	0.3132	0.3121	0.3176	0.3148	0.3067	0.3132	0.3143	0.3040	0.3100	0.3110	0.3355	0.3295	0.3094	0.3203	0.3176	0.3089	0.3263	0.3148	0.3138	0.3268	0.3203	0.3230	0.3089	0.3143	0.3214	0.3192	0.3121	0.3121	0.3252	0.3192	0.3388	0.3187	0.3214	0.2893	NA	NA	0.3214	0.3643	0.3170
vpara_2012aw_0154	0.6935	0.7130	0.7024	0.6919	0.7214	0.7375	0.7497	0.7158	0.7180	0.7236	NA	NA	NA	NA	0.8915	0.9032	0.8804	0.8871	0.9956	0.3348	0.3331	0.3231	0.3432	0.3215	0.2803	0.2792	0.2636	0.2720	0.2692	0.2731	0.2786	0.2792	0.2798	0.2642	0.3237	0.3181	0.3042	0.3248	0.3137	0.3165	0.3204	0.3198	0.3137	0.3103	0.3142	0.3198	0.3220	0.3059	0.3120	0.3126	0.3092	0.3115	0.3081	0.3265	0.3326	0.3031	0.3226	0.3148	0.3187	0.3293	0.3037	0.3159	0.3337	0.3293	0.3365	0.3154	0.3115	0.3265	0.3254	0.3109	0.3137	0.3626	0.3226	0.3276	0.3270	0.3209	0.2836	NA	NA	0.3209	0.3804	0.3176
v_vulnificus	0.3046	0.3165	0.3273	0.3237	0.3291	0.3237	0.3177	0.3165	0.3219	0.3213	NA	NA	NA	NA	0.3495	0.3573	0.3669	0.3645	0.3555	0.9940	0.8819	0.9137	0.9053	0.8993	0.4598	0.4598	0.4329	0.4436	0.4329	0.4371	0.4496	0.4586	0.4388	0.4347	0.8921	0.8945	0.8717	0.8687	0.8939	0.8981	0.8939	0.8609	0.8867	0.8885	0.8819	0.8531	0.8825	0.8627	0.8909	0.8405	0.8435	0.8921	0.8807	0.8777	0.8747	0.8843	0.8861	0.8819	0.8753	0.8633	0.8813	0.8915	0.8627	0.8765	0.8645	0.8771	0.8885	0.8687	0.8939	0.8879	0.8951	0.8729	0.8879	0.8777	0.8945	0.8693	0.5288	0.3417	0.4742	0.8369	0.5054	0.8723
vv_7356	0.2854	0.2893	0.3012	0.2939	0.2899	0.2978	0.2978	0.3012	0.2944	0.2950	NA	NA	NA	NA	0.3243	0.3243	0.3311	0.3288	0.3378	0.8347	0.9921	0.8257	0.8534	0.8331	0.4236	0.4224	0.4146	0.4083	0.4067	0.3982	0.4230	0.4208	0.4168	0.4089	0.8218	0.8235	0.8150	0.8218	0.8116	0.8133	0.8195	0.7936	0.8127	0.8122	0.8049	0.7953	0.8133	0.8026	0.8105	0.7699	0.7699	0.8190	0.7958	0.8314	0.8381	0.8054	0.8082	0.7992	0.7908	0.8370	0.8105	0.8144	0.8212	0.8455	0.8257	0.8049	0.8111	0.8268	0.8229	0.8105	0.8060	0.8257	0.8387	0.8331	0.8218	0.8094	0.4901	0.3158	0.4405	0.8122	0.4710	0.8201
vv_env1	0.3279	0.3279	0.3418	0.3255	0.3436	0.3370	0.3333	0.3388	0.3315	0.3473	NA	NA	NA	NA	0.3624	0.3648	0.3721	0.3636	0.3691	0.9230	0.8824	0.9964	0.9036	0.9097	0.4588	0.4642	0.4406	0.4388	0.4497	0.4406	0.4697	0.4721	0.4661	0.4370	0.9030	0.8982	0.8709	0.8848	0.9145	0.9139	0.9091	0.8642	0.8891	0.9115	0.8939	0.8515	0.8945	0.8806	0.9091	0.8461	0.8448	0.9012	0.8921	0.8921	0.8933	0.9024	0.9079	0.8976	0.8818	0.8873	0.9012	0.9048	0.8836	0.8933	0.8927	0.9012	0.9055	0.8933	0.9036	0.8958	0.9024	0.8867	0.9103	0.8873	0.9048	0.8703	0.5291	0.3461	0.4752	0.8564	0.5055	0.8921
vv_2142_77	0.3054	0.3201	0.3249	0.3119	0.3231	0.3367	0.3225	0.3213	0.3148	0.3266	NA	NA	NA	NA	0.3520	0.3467	0.3538	0.3509	0.3556	0.8901	0.8848	0.8878	0.9976	0.8990	0.4495	0.4572	0.4312	0.4400	0.4377	0.4353	0.4460	0.4554	0.4460	0.4306	0.8895	0.8689	0.8636	0.8665	0.8695	0.8689	0.8754	0.8441	0.8470	0.8718	0.8512	0.8470	0.8789	0.8382	0.8683	0.8210	0.8145	0.8683	0.8565	0.8760	0.9002	0.8594	0.8636	0.8624	0.8387	0.9238	0.8647	0.8706	0.8966	0.9268	0.8919	0.8618	0.8647	0.9061	0.8830	0.8529	0.8653	0.8955	0.9019	0.9025	0.8848	0.8766	0.5286	0.3402	0.4660	0.8807	0.5074	0.8842
vv_24_vb00699	0.3055	0.3072	0.3170	0.3021	0.3147	0.3182	0.3090	0.3147	0.3147	0.3176	NA	NA	NA	NA	0.3389	0.3320	0.3400	0.3429	0.3320	0.8671	0.8527	0.8682	0.8763	0.9965	0.4586	0.4442	0.4137	0.4315	0.4436	0.4367	0.4580	0.4396	0.4338	0.4356	0.8539	0.8493	0.8423	0.8400	0.8487	0.8475	0.8510	0.8257	0.8360	0.8418	0.8400	0.8188	0.8429	0.8159	0.8504	0.7969	0.7957	0.8481	0.8354	0.8498	0.8636	0.8349	0.8458	0.8372	0.8257	0.8636	0.8470	0.8516	0.8464	0.8567	0.8464	0.8464	0.8354	0.8516	0.8573	0.8297	0.8470	0.8533	0.8556	0.8539	0.8573	0.8395	0.5081	0.3285	0.4551	0.8257	0.4879	0.8331
vcidicii_2423_01	0.3033	0.3020	0.3072	0.3027	0.3085	0.3072	0.3150	0.3085	0.2975	0.3169	NA	NA	NA	NA	0.3098	0.3202	0.3176	0.3189	0.3215	0.4906	0.4776	0.4913	0.5036	0.5094	0.9994	0.8931	0.8445	0.8645	0.8678	0.8386	0.8386	0.8587	0.8373	0.8205	0.4867	0.4731	0.4673	0.4673	0.4789	0.4776	0.4757	0.4686	0.4686	0.4861	0.4601	0.4770	0.4725	0.4731	0.4822	0.4582	0.4647	0.4653	0.4757	0.4750	0.4893	0.4712	0.4925	0.4744	0.4809	0.5042	0.4744	0.4841	0.4822	0.5003	0.4796	0.4750	0.4653	0.4692	0.4686	0.4634	0.4666	0.4822	0.4900	0.4828	0.4718	0.4699	0.7220	0.2203	0.2871	0.4861	0.3428	0.4750
vcidicii_vc01	0.3061	0.2984	0.3230	0.3016	0.3172	0.3165	0.3172	0.3159	0.3107	0.3275	NA	NA	NA	NA	0.3223	0.3236	0.3236	0.3353	0.3249	0.4861	0.4757	0.4932	0.4874	0.4977	0.8867	0.9987	0.8485	0.8647	0.8854	0.8188	0.8317	0.8434	0.8414	0.8317	0.4751	0.4764	0.4660	0.4680	0.4706	0.4751	0.4595	0.4615	0.4647	0.4738	0.4621	0.4563	0.4621	0.4570	0.4576	0.4647	0.4693	0.4744	0.4764	0.4602	0.4718	0.4654	0.4673	0.4641	0.4686	0.4796	0.4731	0.4816	0.4816	0.4848	0.4744	0.4712	0.4641	0.4822	0.4770	0.4667	0.4660	0.4803	0.4796	0.4822	0.4777	0.4608	0.7236	0.2104	0.2725	0.4673	0.3495	0.4544
vcidicii_2020rz130	0.3097	0.2957	0.3131	0.2984	0.3071	0.3071	0.3017	0.2997	0.3017	0.3084	NA	NA	NA	NA	0.3138	0.3104	0.3251	0.3218	0.3144	0.4826	0.4806	0.4800	0.4940	0.4833	0.8698	0.8785	0.9987	0.8785	0.8778	0.8338	0.8318	0.8571	0.8518	0.8551	0.4793	0.4760	0.4733	0.4713	0.4720	0.4786	0.4786	0.4793	0.4706	0.4833	0.4800	0.4826	0.4780	0.4733	0.4726	0.4840	0.4826	0.4800	0.4706	0.4880	0.4887	0.4713	0.4733	0.4740	0.4820	0.4766	0.4760	0.4806	0.4846	0.4786	0.4873	0.4720	0.4773	0.4793	0.4820	0.4640	0.4740	0.4740	0.4813	0.4740	0.4800	0.4846	0.7543	0.2236	0.2937	0.4613	0.3425	0.4653
vcidicii_pnusav005519	0.3079	0.3052	0.3140	0.3086	0.3140	0.3106	0.3187	0.3079	0.3011	0.3133	NA	NA	NA	NA	0.3248	0.3201	0.3261	0.3288	0.3268	0.5071	0.4990	0.5010	0.5010	0.5064	0.9034	0.9068	0.8859	0.9683	0.8933	0.8373	0.8501	0.8656	0.8643	0.8508	0.5003	0.4868	0.4929	0.4909	0.4862	0.5064	0.4895	0.4821	0.4882	0.4956	0.4983	0.4801	0.4990	0.4963	0.4922	0.4909	0.4909	0.4983	0.4936	0.4875	0.4956	0.4929	0.4983	0.4929	0.4997	0.4983	0.4963	0.5078	0.4970	0.5030	0.4970	0.4943	0.5057	0.4970	0.5017	0.4983	0.4848	0.4949	0.4936	0.4929	0.5030	0.4868	0.7623	0.2289	0.3052	0.4862	0.3606	0.4828
vcidicii_2538_88	0.3145	0.3111	0.3295	0.3159	0.3145	0.3139	0.3288	0.3159	0.3166	0.3200	NA	NA	NA	NA	0.3240	0.3302	0.3363	0.3410	0.3336	0.5068	0.5014	0.4966	0.5054	0.5177	0.9090	0.9287	0.8859	0.9042	0.9980	0.8465	0.8546	0.8777	0.8662	0.8573	0.4973	0.4885	0.4844	0.4857	0.4864	0.5007	0.4837	0.4871	0.4796	0.4932	0.4755	0.4851	0.4864	0.4912	0.4783	0.4993	0.4959	0.4918	0.4939	0.4918	0.5034	0.4864	0.4885	0.4925	0.5007	0.5115	0.4918	0.5088	0.4993	0.5082	0.5041	0.4925	0.4905	0.5054	0.4980	0.4857	0.4885	0.4973	0.5034	0.4980	0.4973	0.4993	0.7683	0.2228	0.2935	0.4925	0.3519	0.4871
vnavarrensis_atcc_51183	0.3151	0.3164	0.3340	0.3245	0.3272	0.3313	0.3239	0.3212	0.3178	0.3225	NA	NA	NA	NA	0.3259	0.3293	0.3374	0.3293	0.3333	0.4915	0.4949	0.4936	0.5078	0.5112	0.8627	0.8600	0.8303	0.8289	0.8384	0.9993	0.8560	0.8959	0.8499	0.8418	0.4882	0.4733	0.4760	0.4726	0.4814	0.4814	0.4794	0.4740	0.4848	0.4828	0.4821	0.4929	0.4841	0.4855	0.4801	0.4706	0.4787	0.4773	0.4794	0.4828	0.4943	0.4773	0.4821	0.4814	0.4834	0.4997	0.4814	0.4807	0.4922	0.4976	0.4915	0.4733	0.4746	0.4990	0.4767	0.4740	0.4801	0.4888	0.5003	0.4976	0.4801	0.4936	0.7120	0.2224	0.2982	0.4801	0.3502	0.4861
